사용본거지 시군구,읍면동 (행정동),연료,계,관용_승용,관용_승합,관용_화물,관용_특수,자가용_승용,자가용승합,자가용화물,자가용특수,영업용_승용,영업용승합,영업용화물,영업용특수
서울특별시 광진구,광진구 능동 ,경유,1070,0,0,0,0,0,720,67,259,1,0,1,22
서울특별시 광진구,광진구 능동 ,엘피지,221,0,0,0,0,0,145,15,21,0,35,0,5
서울특별시 광진구,광진구 능동 ,전기,22,0,0,0,0,0,15,0,4,0,2,0,1
서울특별시 광진구,광진구 능동 ,하이브리드,129,0,0,0,0,0,129,0,0,0,0,0,0
서울특별시 광진구,광진구 능동 ,수소,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 광진구,광진구 능동 ,기타연료,5,0,0,0,0,1,0,1,3,0,0,0,0
서울특별시 광진구,광진구 광장동 ,휘발유,6964,0,1,0,0,0,6952,4,7,0,0,0,0
서울특별시 광진구,광진구 광장동 ,경유,3400,0,0,1,0,1,2792,114,462,1,0,3,26
서울특별시 광진구,광진구 광장동 ,엘피지,409,0,0,0,0,0,317,20,26,0,40,1,5
서울특별시 광진구,광진구 광장동 ,전기,71,0,0,0,0,0,66,0,3,0,1,0,1
서울특별시 광진구,광진구 광장동 ,CNG,6,0,0,0,0,0,1,0,0,0,0,5,0
서울특별시 광진구,광진구 광장동 ,하이브리드,792,0,0,0,0,0,792,0,0,0,0,0,0
서울특별시 광진구,광진구 광장동 ,수소,8,0,0,0,0,0,8,0,0,0,0,0,0
서울특별시 광진구,광진구 광장동 ,기타연료,27,0,0,0,0,6,0,7,14,0,0,0,0
서울특별시 광진구,광진구 자양1동 ,휘발유,3347,0,18,0,0,0,2933,0,4,0,392,0,0
서울특별시 광진구,광진구 자양1동 ,경유,3053,1,3,14,78,5,1353,143,1124,14,226,9,83
서울특별시 광진구,광진구 자양1동 ,엘피지,702,0,2,2,1,0,333,36,50,0,259,0,19
서울특별시 광진구,광진구 자양1동 ,전기,89,3,25,0,0,0,33,0,4,0,10,8,6
서울특별시 광진구,광진구 자양1동 ,CNG,131,0,0,1,9,0,1,0,1,0,0,119,0
서울특별시 광진구,광진구 자양1동 ,하이브리드,304,0,4,0,0,0,193,0,0,0,107,0,0
서울특별시 광진구,광진구 자양1동 ,수소,1,0,1,0,0,0,0,0,0,0,0,0,0
서울특별시 광진구,광진구 자양1동 ,기타연료,27,0,0,0,0,3,0,1,5,0,0,0,18
서울특별시 광진구,광진구 자양2동 ,휘발유,3631,0,1,0,0,0,3621,3,6,0,0,0,0
서울특별시 광진구,광진구 자양2동 ,경유,3759,0,0,1,1,3,1763,175,1713,7,1,3,92
서울특별시 광진구,광진구 자양2동 ,엘피지,541,0,0,1,0,1,343,27,51,0,96,0,22
서울특별시 광진구,광진구 자양2동 ,전기,50,0,0,0,0,0,29,0,7,0,7,0,7
서울특별시 광진구,광진구 자양2동 ,CNG,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 광진구,광진구 자양2동 ,하이브리드,282,0,1,0,0,0,281,0,0,0,0,0,0
서울특별시 광진구,광진구 자양2동 ,수소,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 광진구,광진구 자양2동 ,기타연료,12,0,0,0,0,2,0,7,3,0,0,0,0
서울특별시 광진구,광진구 자양3동 ,휘발유,5168,0,3,0,0,0,5150,1,7,0,7,0,0
서울특별시 광진구,광진구 자양3동 ,경유,3152,0,4,4,15,3,2048,116,870,15,0,0,77
서울특별시 광진구,광진구 자양3동 ,엘피지,450,0,0,0,0,0,252,19,39,0,126,1,13
서울특별시 광진구,광진구 자양3동 ,전기,83,0,3,0,0,0,68,0,4,0,3,0,5
서울특별시 광진구,광진구 자양3동 ,CNG,11,0,0,0,0,0,0,0,0,0,0,11,0
서울특별시 광진구,광진구 자양3동 ,하이브리드,502,0,0,0,0,0,502,0,0,0,0,0,0
서울특별시 광진구,광진구 자양3동 ,수소,4,0,0,0,0,0,4,0,0,0,0,0,0
서울특별시 광진구,광진구 자양3동 ,기타연료,16,0,0,0,0,1,0,4,10,0,0,0,1
서울특별시 광진구,광진구 자양4동 ,휘발유,2502,0,0,0,0,0,2432,3,1,0,66,0,0
서울특별시 광진구,광진구 자양4동 ,경유,1989,0,0,0,0,3,1113,101,670,3,41,3,55
서울특별시 광진구,광진구 자양4동 ,엘피지,413,0,0,0,0,0,216,29,48,0,110,1,9
서울특별시 광진구,광진구 자양4동 ,전기,30,0,0,0,0,0,22,0,3,0,1,0,4
서울특별시 광진구,광진구 자양4동 ,CNG,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 광진구,광진구 자양4동 ,하이브리드,191,0,0,0,0,0,179,0,0,0,12,0,0
서울특별시 광진구,광진구 자양4동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 광진구,광진구 자양4동 ,기타연료,10,0,0,0,0,0,0,5,5,0,0,0,0
서울특별시 광진구,광진구 구의1동 ,휘발유,3329,0,0,0,0,0,3283,0,6,0,40,0,0
서울특별시 광진구,광진구 구의1동 ,경유,2533,5,1,10,15,10,1545,148,619,1,10,17,152
서울특별시 광진구,광진구 구의1동 ,엘피지,511,0,0,1,5,0,278,33,49,0,128,0,17
서울특별시 광진구,광진구 구의1동 ,전기,46,0,5,0,0,0,35,0,5,0,1,0,0
서울특별시 광진구,광진구 구의1동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 광진구,광진구 구의1동 ,하이브리드,242,0,3,0,0,0,239,0,0,0,0,0,0
서울특별시 광진구,광진구 구의1동 ,수소,8,0,0,0,0,0,8,0,0,0,0,0,0
서울특별시 광진구,광진구 구의1동 ,기타연료,16,0,0,0,1,1,0,5,9,0,0,0,0
서울특별시 광진구,광진구 구의2동 ,휘발유,3642,0,1,0,0,0,3602,1,8,0,30,0,0
서울특별시 광진구,광진구 구의2동 ,경유,2606,1,1,1,2,5,1678,164,552,10,15,0,177
서울특별시 광진구,광진구 구의2동 ,엘피지,647,0,0,0,3,0,385,32,56,0,145,0,26
서울특별시 광진구,광진구 구의2동 ,전기,49,0,3,0,1,0,30,0,3,0,6,0,6
서울특별시 광진구,광진구 구의2동 ,하이브리드,322,0,1,0,0,0,321,0,0,0,0,0,0
서울특별시 광진구,광진구 구의2동 ,수소,5,0,0,0,0,0,5,0,0,0,0,0,0
서울특별시 광진구,광진구 구의2동 ,기타연료,8,0,0,0,0,1,0,4,3,0,0,0,0
서울특별시 광진구,광진구 구의3동 ,휘발유,5332,0,3,0,0,0,5316,5,8,0,0,0,0
서울특별시 광진구,광진구 구의3동 ,경유,2812,0,0,4,17,3,2086,151,426,5,0,13,107
서울특별시 광진구,광진구 구의3동 ,엘피지,475,0,0,0,14,0,338,25,41,0,47,0,10
서울특별시 광진구,광진구 구의3동 ,전기,57,0,0,0,0,0,52,0,2,0,0,0,3
서울특별시 광진구,광진구 구의3동 ,CNG,4,0,0,0,0,0,0,0,0,0,0,4,0
서울특별시 광진구,광진구 구의3동 ,하이브리드,471,0,0,0,0,0,471,0,0,0,0,0,0
서울특별시 광진구,광진구 구의3동 ,수소,5,0,0,0,0,0,5,0,0,0,0,0,0
서울특별시 광진구,광진구 구의3동 ,기타연료,12,0,0,0,0,2,0,2,7,0,0,0,1
서울특별시 광진구,광진구 기타2,휘발유,37,0,0,0,0,0,33,0,4,0,0,0,0
서울특별시 광진구,광진구 기타2,경유,21,0,0,0,0,0,1,3,17,0,0,0,0
서울특별시 동대문구,동대문구 기타,휘발유,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 동대문구,동대문구 기타1,휘발유,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 동대문구,동대문구 기타1,경유,1,0,0,0,0,0,0,0,1,0,0,0,0
서울특별시 동대문구,동대문구 기타1,경유,,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 동대문구,동대문구 기타1,휘발유,4,0,0,0,0,0,4,0,0,0,0,0,0
서울특별시 동대문구,동대문구 기타1,경유,3,0,0,0,0,0,1,0,2,0,0,0,0
서울특별시 동대문구,동대문구 용신동 ,휘발유,4908,0,32,0,0,0,4807,7,10,0,52,0,0
서울특별시 동대문구,동대문구 용신동 ,경유,4151,4,11,30,97,19,2248,302,1207,6,31,10,186
서울특별시 동대문구,동대문구 용신동 ,엘피지,640,0,0,0,11,0,357,49,100,0,97,2,24
서울특별시 동대문구,동대문구 용신동 ,전기,92,0,24,0,3,0,47,0,7,0,2,0,9
서울특별시 동대문구,동대문구 용신동 ,CNG,10,0,0,1,9,0,0,0,0,0,0,0,0
서울특별시 동대문구,동대문구 용신동 ,하이브리드,384,0,8,0,0,0,375,0,0,0,1,0,0
서울특별시 동대문구,동대문구 용신동 ,수소,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 동대문구,동대문구 용신동 ,기타연료,23,0,0,0,0,1,0,8,10,0,0,0,4
서울특별시 동대문구,동대문구 제기동 ,휘발유,3115,0,1,0,0,0,3097,5,6,0,6,0,0
서울특별시 동대문구,동대문구 제기동 ,경유,2557,0,0,0,0,11,1474,185,803,2,3,9,70
서울특별시 동대문구,동대문구 제기동 ,엘피지,520,0,0,0,0,0,320,27,97,0,62,0,14
서울특별시 동대문구,동대문구 제기동 ,전기,38,0,0,0,0,0,20,0,9,0,1,0,8
서울특별시 동대문구,동대문구 제기동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 동대문구,동대문구 제기동 ,하이브리드,206,0,0,0,0,0,206,0,0,0,0,0,0
서울특별시 동대문구,동대문구 제기동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 동대문구,동대문구 제기동 ,기타연료,9,0,0,0,0,0,1,3,5,0,0,0,0
서울특별시 동대문구,동대문구 전농1동 ,휘발유,3793,0,0,0,0,0,3776,7,10,0,0,0,0
서울특별시 동대문구,동대문구 전농1동 ,경유,2705,0,0,0,0,5,1728,177,671,7,0,30,87
서울특별시 동대문구,동대문구 전농1동 ,엘피지,583,0,0,0,0,1,369,33,60,0,101,0,19
서울특별시 동대문구,동대문구 전농1동 ,전기,68,0,0,0,0,0,49,0,7,0,5,0,7
서울특별시 동대문구,동대문구 전농1동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 동대문구,동대문구 전농1동 ,하이브리드,322,0,0,0,0,0,322,0,0,0,0,0,0
서울특별시 동대문구,동대문구 전농1동 ,수소,3,0,0,0,0,0,3,0,0,0,0,0,0
서울특별시 동대문구,동대문구 전농1동 ,기타연료,16,0,0,0,0,3,0,2,11,0,0,0,0
서울특별시 동대문구,동대문구 전농2동 ,휘발유,2829,0,3,0,0,0,2821,0,5,0,0,0,0
서울특별시 동대문구,동대문구 전농2동 ,경유,1879,0,1,4,1,4,1294,131,376,7,0,0,61
서울특별시 동대문구,동대문구 전농2동 ,엘피지,454,0,0,1,1,0,288,21,32,0,99,0,12
서울특별시 동대문구,동대문구 전농2동 ,전기,40,0,3,0,1,0,18,0,6,0,4,0,8
서울특별시 동대문구,동대문구 전농2동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 동대문구,동대문구 전농2동 ,하이브리드,235,0,0,0,0,0,235,0,0,0,0,0,0
서울특별시 동대문구,동대문구 전농2동 ,수소,5,0,0,0,0,0,5,0,0,0,0,0,0
서울특별시 동대문구,동대문구 전농2동 ,기타연료,6,0,0,0,0,0,0,1,5,0,0,0,0
서울특별시 동대문구,동대문구 답십리1동 ,휘발유,4888,0,0,0,0,0,4860,3,8,0,17,0,0
서울특별시 동대문구,동대문구 답십리1동 ,경유,3347,0,0,0,0,4,2192,204,846,7,11,5,78
서울특별시 동대문구,동대문구 답십리1동 ,엘피지,808,0,0,0,0,1,356,24,63,0,344,3,17
서울특별시 동대문구,동대문구 답십리1동 ,전기,85,0,0,0,0,0,52,0,10,0,18,0,5
서울특별시 동대문구,동대문구 답십리1동 ,CNG,10,0,0,0,0,0,0,0,0,0,0,10,0
서울특별시 동대문구,동대문구 답십리1동 ,하이브리드,448,0,0,0,0,0,444,0,0,0,4,0,0
서울특별시 동대문구,동대문구 답십리1동 ,수소,3,0,0,0,0,0,3,0,0,0,0,0,0
서울특별시 동대문구,동대문구 답십리1동 ,기타연료,19,0,0,0,0,1,0,6,12,0,0,0,0
서울특별시 동대문구,동대문구 답십리2동 ,휘발유,4383,0,0,0,0,0,4333,2,10,0,38,0,0
서울특별시 동대문구,동대문구 답십리2동 ,경유,3099,0,0,0,0,8,1993,186,735,5,18,3,151
서울특별시 동대문구,동대문구 답십리2동 ,엘피지,687,0,1,0,0,0,398,36,52,0,172,3,25
서울특별시 동대문구,동대문구 답십리2동 ,전기,73,0,0,0,0,0,42,0,5,0,20,0,6
서울특별시 동대문구,동대문구 답십리2동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 동대문구,동대문구 답십리2동 ,하이브리드,367,0,0,0,0,0,344,0,0,0,23,0,0
서울특별시 동대문구,동대문구 답십리2동 ,수소,4,0,0,0,0,0,4,0,0,0,0,0,0
서울특별시 동대문구,동대문구 답십리2동 ,기타연료,15,0,0,0,0,0,0,4,11,0,0,0,0
서울특별시 동대문구,동대문구 장안1동 ,휘발유,6255,0,2,0,0,0,6234,4,15,0,0,0,0
서울특별시 동대문구,동대문구 장안1동 ,경유,4850,7,1,9,9,24,3001,294,1304,17,0,0,184
서울특별시 동대문구,동대문구 장안1동 ,엘피지,1253,0,0,1,1,0,627,61,124,0,405,0,34
서울특별시 동대문구,동대문구 장안1동 ,전기,86,0,6,0,0,0,49,0,9,0,6,0,16
서울특별시 동대문구,동대문구 장안1동 ,하이브리드,494,0,1,0,0,0,493,0,0,0,0,0,0
서울특별시 동대문구,동대문구 장안1동 ,수소,13,0,0,0,0,0,6,0,0,0,7,0,0
서울특별시 동대문구,동대문구 장안1동 ,기타연료,33,0,0,0,1,5,1,3,22,0,0,0,1
서울특별시 동대문구,동대문구 장안2동 ,휘발유,5208,0,0,0,0,0,5197,2,9,0,0,0,0
서울특별시 동대문구,동대문구 장안2동 ,경유,4032,0,1,2,0,10,2503,248,988,5,0,0,275
서울특별시 동대문구,동대문구 장안2동 ,엘피지,868,0,0,0,1,1,471,52,82,0,230,1,30
서울특별시 동대문구,동대문구 장안2동 ,전기,85,0,0,0,0,0,53,0,8,0,9,0,15
서울특별시 동대문구,동대문구 장안2동 ,CNG,4,0,0,0,0,0,3,0,1,0,0,0,0
서울특별시 동대문구,동대문구 장안2동 ,하이브리드,426,0,0,0,0,0,426,0,0,0,0,0,0
서울특별시 동대문구,동대문구 장안2동 ,수소,3,0,0,0,0,0,3,0,0,0,0,0,0
서울특별시 동대문구,동대문구 장안2동 ,기타연료,39,0,0,0,0,6,0,11,22,0,0,0,0
서울특별시 동대문구,동대문구 청량리동 ,휘발유,2533,0,0,0,0,0,2427,4,6,0,96,0,0
서울특별시 동대문구,동대문구 청량리동 ,경유,1800,0,2,2,1,7,1063,143,427,5,65,27,58
서울특별시 동대문구,동대문구 청량리동 ,엘피지,542,0,0,0,0,0,296,32,49,0,156,0,9
서울특별시 동대문구,동대문구 청량리동 ,전기,34,0,0,0,0,0,22,0,4,0,2,0,6
서울특별시 동대문구,동대문구 청량리동 ,하이브리드,172,0,1,0,0,0,160,0,0,0,11,0,0
서울특별시 동대문구,동대문구 청량리동 ,수소,5,0,0,0,0,0,5,0,0,0,0,0,0
서울특별시 동대문구,동대문구 청량리동 ,기타연료,,0,0,0,0,0,0,1,4,0,0,0,0
서울특별시 동대문구,동대문구 회기동 ,휘발유,1172,0,0,0,0,0,1172,0,0,0,0,0,0
서울특별시 동대문구,동대문구 회기동 ,경유,694,0,0,0,0,1,472,74,123,2,0,0,22
서울특별시 동대문구,동대문구 회기동 ,엘피지,152,0,0,0,0,0,112,12,12,0,12,0,4
서울특별시 동대문구,동대문구 회기동 ,전기,10,0,0,0,0,0,7,0,1,0,0,0,2
서울특별시 동대문구,동대문구 회기동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 동대문구,동대문구 회기동 ,하이브리드,87,0,0,0,0,0,87,0,0,0,0,0,0
서울특별시 동대문구,동대문구 회기동 ,수소,3,0,0,0,0,0,3,0,0,0,0,0,0
서울특별시 동대문구,동대문구 회기동 ,기타연료,5,0,0,0,0,0,0,1,4,0,0,0,0
서울특별시 동대문구,동대문구 휘경1동 ,휘발유,1940,0,0,0,0,0,1934,0,6,0,0,0,0
서울특별시 동대문구,동대문구 휘경1동 ,경유,1471,0,1,4,0,0,803,96,245,16,0,4,302
서울특별시 동대문구,동대문구 휘경1동 ,엘피지,337,0,0,0,0,0,184,15,25,0,43,0,70
서울특별시 동대문구,동대문구 휘경1동 ,전기,20,0,0,0,0,0,16,0,1,0,1,0,2
서울특별시 동대문구,동대문구 휘경1동 ,CNG,6,0,0,0,0,0,1,0,0,0,0,5,0
서울특별시 동대문구,동대문구 휘경1동 ,하이브리드,149,0,4,0,0,0,145,0,0,0,0,0,0
서울특별시 동대문구,동대문구 휘경1동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 동대문구,동대문구 휘경1동 ,기타연료,7,0,0,0,0,1,0,0,5,0,0,0,1
서울특별시 동대문구,동대문구 휘경2동 ,휘발유,3211,0,4,0,0,0,3201,3,2,0,1,0,0
서울특별시 동대문구,동대문구 휘경2동 ,경유,2251,0,0,1,0,4,1532,154,409,9,1,3,138
서울특별시 동대문구,동대문구 휘경2동 ,엘피지,547,0,0,0,0,0,343,29,37,0,114,3,21
서울특별시 동대문구,동대문구 휘경2동 ,전기,52,0,1,0,0,0,29,1,4,0,6,0,11
서울특별시 동대문구,동대문구 휘경2동 ,CNG,11,0,0,0,3,0,0,0,0,0,0,8,0
서울특별시 동대문구,동대문구 휘경2동 ,하이브리드,265,0,1,0,0,0,264,0,0,0,0,0,0
서울특별시 동대문구,동대문구 휘경2동 ,수소,4,0,0,0,0,0,4,0,0,0,0,0,0
서울특별시 동대문구,동대문구 휘경2동 ,기타연료,12,0,0,0,0,0,1,1,9,0,0,0,1
서울특별시 동대문구,동대문구 이문1동 ,휘발유,2087,0,0,0,0,1,2082,2,2,0,0,0,0
서울특별시 동대문구,동대문구 이문1동 ,경유,1453,0,0,0,0,5,891,114,304,5,0,0,134
서울특별시 동대문구,동대문구 이문1동 ,엘피지,349,0,0,0,0,0,200,17,23,0,99,0,10
서울특별시 동대문구,동대문구 이문1동 ,전기,23,0,0,0,0,0,18,0,0,0,3,0,2
서울특별시 동대문구,동대문구 이문1동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 동대문구,동대문구 이문1동 ,하이브리드,152,0,0,0,0,0,152,0,0,0,0,0,0
서울특별시 동대문구,동대문구 이문1동 ,수소,3,0,0,0,0,0,3,0,0,0,0,0,0
서울특별시 동대문구,동대문구 이문1동 ,기타연료,13,0,0,0,0,1,0,4,8,0,0,0,0
서울특별시 동대문구,동대문구 이문2동 ,휘발유,2832,0,0,0,0,0,2828,0,4,0,0,0,0
서울특별시 동대문구,동대문구 이문2동 ,경유,1783,0,0,0,0,2,1276,119,310,7,0,0,69
서울특별시 동대문구,동대문구 이문2동 ,엘피지,458,0,0,0,0,0,309,22,27,0,93,0,7
서울특별시 동대문구,동대문구 이문2동 ,전기,28,0,0,0,0,0,21,0,1,0,3,0,3
서울특별시 동대문구,동대문구 이문2동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 동대문구,동대문구 이문2동 ,하이브리드,227,0,0,0,0,0,227,0,0,0,0,0,0
서울특별시 동대문구,동대문구 이문2동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 동대문구,동대문구 이문2동 ,기타연료,12,0,0,0,0,2,0,4,6,0,0,0,0
서울특별시 동대문구,동대문구 기타4,휘발유,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 동대문구,동대문구 기타4,경유,2,0,0,0,0,0,0,0,2,0,0,0,0
서울특별시 동대문구,동대문구 기타2,휘발유,105,0,0,0,0,0,99,1,5,0,0,0,0
서울특별시 동대문구,동대문구 기타2,경유,74,0,0,0,0,0,4,20,50,0,0,0,0
서울특별시 동대문구,동대문구 기타2,엘피지,1,0,0,0,0,0,0,0,1,0,0,0,0
서울특별시 동대문구,동대문구 기타3,기타연료,1,0,0,0,0,0,0,0,1,0,0,0,0
서울특별시 중랑구,중랑구 기타,휘발유,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중랑구,중랑구 기타,경유,,0,0,0,0,0,1,0,1,0,0,0,0
서울특별시 중랑구,중랑구 기타,하이브리드,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중랑구,중랑구 면목2동 ,휘발유,3252,0,1,0,0,0,3191,1,9,0,50,0,0
서울특별시 중랑구,중랑구 면목2동 ,경유,2974,0,0,0,0,12,1620,239,811,33,18,40,201
서울특별시 중랑구,중랑구 면목2동 ,엘피지,897,0,0,0,0,0,389,39,66,0,380,0,23
서울특별시 중랑구,중랑구 면목2동 ,전기,74,0,0,0,0,0,19,0,3,0,4,37,11
서울특별시 중랑구,중랑구 면목2동 ,CNG,35,0,0,0,0,0,1,0,0,0,0,34,0
서울특별시 중랑구,중랑구 면목2동 ,하이브리드,199,0,0,0,0,0,188,0,0,0,11,0,0
서울특별시 중랑구,중랑구 면목2동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중랑구,중랑구 면목2동 ,기타연료,12,0,0,0,0,3,0,2,6,0,0,0,1
서울특별시 중랑구,중랑구 면목4동 ,휘발유,2375,0,0,0,0,0,2370,0,4,0,1,0,0
서울특별시 중랑구,중랑구 면목4동 ,경유,1921,0,0,0,0,3,1198,136,475,9,1,2,97
서울특별시 중랑구,중랑구 면목4동 ,엘피지,490,0,0,0,0,0,272,24,53,0,120,0,21
서울특별시 중랑구,중랑구 면목4동 ,전기,40,0,0,0,0,0,23,0,7,0,3,1,6
서울특별시 중랑구,중랑구 면목4동 ,CNG,158,0,0,0,0,0,0,0,0,0,0,158,0
서울특별시 중랑구,중랑구 면목4동 ,하이브리드,179,0,0,0,0,0,179,0,0,0,0,0,0
서울특별시 중랑구,중랑구 면목4동 ,수소,5,0,0,0,0,0,5,0,0,0,0,0,0
서울특별시 중랑구,중랑구 면목4동 ,기타연료,6,0,0,0,0,0,0,5,1,0,0,0,0
서울특별시 중랑구,중랑구 면목5동 ,휘발유,2305,0,0,0,0,0,2283,3,7,0,12,0,0
서울특별시 중랑구,중랑구 면목5동 ,경유,1687,0,0,0,0,1,1123,93,377,13,2,0,78
서울특별시 중랑구,중랑구 면목5동 ,엘피지,460,0,0,0,0,1,244,20,37,0,139,1,18
서울특별시 중랑구,중랑구 면목5동 ,전기,35,0,0,0,0,0,19,0,5,0,3,0,8
서울특별시 중랑구,중랑구 면목5동 ,CNG,10,0,0,0,0,0,0,0,0,0,0,10,0
서울특별시 중랑구,중랑구 면목5동 ,하이브리드,209,0,0,0,0,0,209,0,0,0,0,0,0
서울특별시 중랑구,중랑구 면목5동 ,기타연료,5,0,0,0,0,1,0,2,2,0,0,0,0
서울특별시 중랑구,중랑구 면목본동 ,휘발유,3798,0,0,0,0,0,3782,3,13,0,0,0,0
서울특별시 중랑구,중랑구 면목본동 ,경유,3175,0,0,0,0,3,1928,199,876,12,0,2,155
서울특별시 중랑구,중랑구 면목본동 ,엘피지,763,0,0,0,0,0,489,48,70,0,125,1,30
서울특별시 중랑구,중랑구 면목본동 ,전기,43,0,0,0,0,0,16,0,10,0,4,0,13
서울특별시 중랑구,중랑구 면목본동 ,하이브리드,231,0,0,0,0,0,231,0,0,0,0,0,0
서울특별시 중랑구,중랑구 면목본동 ,수소,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중랑구,중랑구 면목본동 ,기타연료,11,0,0,0,0,0,0,2,9,0,0,0,0
서울특별시 중랑구,중랑구 면목7동 ,휘발유,2958,0,0,0,0,0,2956,0,2,0,0,0,0
서울특별시 중랑구,중랑구 면목7동 ,경유,2203,0,0,0,0,4,1452,141,515,6,0,0,85
서울특별시 중랑구,중랑구 면목7동 ,엘피지,557,0,0,0,0,0,343,30,37,0,126,1,20
서울특별시 중랑구,중랑구 면목7동 ,전기,41,0,0,0,0,0,24,0,3,0,8,0,6
서울특별시 중랑구,중랑구 면목7동 ,하이브리드,221,0,0,0,0,0,221,0,0,0,0,0,0
서울특별시 중랑구,중랑구 면목7동 ,수소,5,0,0,0,0,0,5,0,0,0,0,0,0
서울특별시 중랑구,중랑구 면목7동 ,기타연료,11,0,0,0,0,2,0,4,5,0,0,0,0
서울특별시 중랑구,중랑구 면목3.8동 ,휘발유,2872,0,0,0,0,0,2861,4,7,0,0,0,0
서울특별시 중랑구,중랑구 면목3.8동 ,경유,2338,0,0,0,0,6,1405,195,567,16,1,17,131
서울특별시 중랑구,중랑구 면목3.8동 ,엘피지,631,0,0,0,0,0,365,40,47,0,157,0,22
서울특별시 중랑구,중랑구 면목3.8동 ,전기,29,0,0,0,0,0,12,0,2,0,5,0,10
서울특별시 중랑구,중랑구 면목3.8동 ,CNG,35,0,0,0,0,0,1,0,0,0,0,34,0
서울특별시 중랑구,중랑구 면목3.8동 ,하이브리드,161,0,0,0,0,0,161,0,0,0,0,0,0
서울특별시 중랑구,중랑구 면목3.8동 ,수소,4,0,0,0,0,0,4,0,0,0,0,0,0
서울특별시 중랑구,중랑구 면목3.8동 ,기타연료,5,0,0,0,0,1,0,0,4,0,0,0,0
서울특별시 중랑구,중랑구 상봉1동 ,휘발유,3876,0,0,0,0,0,3550,1,7,0,318,0,0
서울특별시 중랑구,중랑구 상봉1동 ,경유,2857,0,0,0,10,15,1729,152,572,76,166,12,125
서울특별시 중랑구,중랑구 상봉1동 ,엘피지,932,0,0,0,3,0,385,17,51,0,454,1,21
서울특별시 중랑구,중랑구 상봉1동 ,전기,55,0,0,0,0,0,31,0,3,0,14,0,7
서울특별시 중랑구,중랑구 상봉1동 ,CNG,3,0,0,0,0,0,3,0,0,0,0,0,0
서울특별시 중랑구,중랑구 상봉1동 ,하이브리드,319,0,1,0,0,0,302,0,0,0,16,0,0
서울특별시 중랑구,중랑구 상봉1동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중랑구,중랑구 상봉1동 ,기타연료,15,0,0,0,0,0,0,3,12,0,0,0,0
서울특별시 중랑구,중랑구 상봉2동 ,휘발유,2709,0,1,0,0,0,2686,4,7,0,11,0,0
서울특별시 중랑구,중랑구 상봉2동 ,경유,1936,0,0,0,0,12,1246,124,443,6,3,12,90
서울특별시 중랑구,중랑구 상봉2동 ,엘피지,469,0,0,0,0,1,260,32,36,0,133,0,7
서울특별시 중랑구,중랑구 상봉2동 ,전기,45,0,0,0,0,0,20,0,8,0,5,0,12
서울특별시 중랑구,중랑구 상봉2동 ,CNG,1,0,0,0,0,0,0,1,0,0,0,0,0
서울특별시 중랑구,중랑구 상봉2동 ,하이브리드,185,0,1,0,0,0,183,0,1,0,0,0,0
서울특별시 중랑구,중랑구 상봉2동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중랑구,중랑구 상봉2동 ,기타연료,6,0,0,0,0,0,0,2,4,0,0,0,0
서울특별시 중랑구,중랑구 중화1동 ,휘발유,2737,0,0,0,0,1,2727,1,6,0,2,0,0
서울특별시 중랑구,중랑구 중화1동 ,경유,2081,0,0,0,0,11,1297,146,523,16,5,0,83
서울특별시 중랑구,중랑구 중화1동 ,엘피지,541,0,0,0,0,0,320,33,39,0,134,0,15
서울특별시 중랑구,중랑구 중화1동 ,전기,39,0,0,0,0,0,18,0,3,0,9,0,9
서울특별시 중랑구,중랑구 중화1동 ,하이브리드,162,0,0,0,0,0,162,0,0,0,0,0,0
