사용본거지 시군구,읍면동 (행정동),연료,계,관용_승용,관용_승합,관용_화물,관용_특수,자가용_승용,자가용승합,자가용화물,자가용특수,영업용_승용,영업용승합,영업용화물,영업용특수
서울특별시 종로구,종로구 기타,휘발유,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 기타,휘발유,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 종로구,종로구 기타,휘발유,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 기타,경유,,0,0,0,0,0,0,1,0,0,0,0,0
서울특별시 종로구,종로구 기타,경유,,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 기타,휘발유,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 종로구,종로구 기타,휘발유,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 청운효자동 ,휘발유,1971,0,67,18,0,0,1881,2,3,0,0,0,0
서울특별시 종로구,종로구 청운효자동 ,경유,1153,2,4,79,14,0,756,65,181,14,0,27,11
서울특별시 종로구,종로구 청운효자동 ,엘피지,165,0,0,0,0,0,118,13,9,0,19,1,5
서울특별시 종로구,종로구 청운효자동 ,전기,55,0,19,1,1,0,28,0,3,0,0,1,2
서울특별시 종로구,종로구 청운효자동 ,하이브리드,206,0,18,0,0,0,188,0,0,0,0,0,0
서울특별시 종로구,종로구 청운효자동 ,수소,14,0,11,0,0,0,3,0,0,0,0,0,0
서울특별시 종로구,종로구 청운효자동 ,기타연료,20,0,0,0,0,0,0,0,3,0,0,0,17
서울특별시 종로구,종로구 사직동 ,휘발유,3987,1,1283,3,0,0,2507,1,4,0,187,1,0
서울특별시 종로구,종로구 사직동 ,경유,3445,75,61,1514,198,13,927,145,394,15,48,14,41
서울특별시 종로구,종로구 사직동 ,엘피지,134,0,0,2,0,0,76,12,26,0,16,1,1
서울특별시 종로구,종로구 사직동 ,전기,146,0,84,0,0,0,47,0,7,0,6,0,2
서울특별시 종로구,종로구 사직동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 사직동 ,하이브리드,364,0,74,0,0,0,263,0,0,0,27,0,0
서울특별시 종로구,종로구 사직동 ,수소,17,0,9,4,0,0,4,0,0,0,0,0,0
서울특별시 종로구,종로구 사직동 ,기타연료,76,10,0,0,3,2,0,1,11,0,0,0,49
서울특별시 종로구,종로구 삼청동 ,휘발유,420,0,10,10,0,0,398,0,2,0,0,0,0
서울특별시 종로구,종로구 삼청동 ,경유,276,2,4,6,3,0,165,32,54,0,0,6,4
서울특별시 종로구,종로구 삼청동 ,엘피지,36,0,0,0,0,0,25,2,4,0,5,0,0
서울특별시 종로구,종로구 삼청동 ,전기,9,0,0,0,0,0,7,0,1,0,0,1,0
서울특별시 종로구,종로구 삼청동 ,하이브리드,32,0,1,0,0,0,31,0,0,0,0,0,0
서울특별시 종로구,종로구 삼청동 ,기타연료,4,0,0,0,0,0,0,2,2,0,0,0,0
서울특별시 종로구,종로구 부암동 ,휘발유,1745,0,0,0,0,0,1735,5,4,0,1,0,0
서울특별시 종로구,종로구 부암동 ,경유,1033,0,0,0,0,5,767,72,179,0,0,0,10
서울특별시 종로구,종로구 부암동 ,엘피지,146,0,0,0,0,0,107,8,13,0,15,0,3
서울특별시 종로구,종로구 부암동 ,전기,32,0,0,0,0,0,28,0,2,0,0,0,2
서울특별시 종로구,종로구 부암동 ,하이브리드,174,0,0,0,0,0,174,0,0,0,0,0,0
서울특별시 종로구,종로구 부암동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 종로구,종로구 부암동 ,기타연료,8,0,0,0,0,0,0,2,6,0,0,0,0
서울특별시 종로구,종로구 평창동 ,휘발유,3896,0,5,0,0,0,3881,4,6,0,0,0,0
서울특별시 종로구,종로구 평창동 ,경유,1958,0,0,2,0,4,1600,108,225,1,0,0,18
서울특별시 종로구,종로구 평창동 ,엘피지,207,0,0,0,0,0,161,14,13,0,18,0,1
서울특별시 종로구,종로구 평창동 ,전기,90,0,0,0,0,0,85,0,4,0,0,0,1
서울특별시 종로구,종로구 평창동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 평창동 ,하이브리드,452,0,0,0,0,0,452,0,0,0,0,0,0
서울특별시 종로구,종로구 평창동 ,수소,5,0,0,0,0,0,5,0,0,0,0,0,0
서울특별시 종로구,종로구 평창동 ,기타연료,20,0,0,0,0,5,0,6,9,0,0,0,0
서울특별시 종로구,종로구 무악동 ,휘발유,1459,0,0,0,0,0,1456,1,2,0,0,0,0
서울특별시 종로구,종로구 무악동 ,경유,947,0,0,0,0,0,539,30,76,4,0,0,298
서울특별시 종로구,종로구 무악동 ,엘피지,169,0,0,0,0,0,82,3,7,0,9,0,68
서울특별시 종로구,종로구 무악동 ,전기,22,0,0,0,0,0,15,0,0,0,1,0,6
서울특별시 종로구,종로구 무악동 ,하이브리드,189,0,0,0,0,0,189,0,0,0,0,0,0
서울특별시 종로구,종로구 무악동 ,수소,7,0,0,0,0,0,7,0,0,0,0,0,0
서울특별시 종로구,종로구 무악동 ,기타연료,3,0,0,0,0,0,0,1,2,0,0,0,0
서울특별시 종로구,종로구 교남동 ,휘발유,1701,0,0,0,0,0,1693,1,7,0,0,0,0
서울특별시 종로구,종로구 교남동 ,경유,842,0,0,0,0,2,631,69,122,0,0,13,5
서울특별시 종로구,종로구 교남동 ,엘피지,129,0,0,0,0,0,97,9,10,0,12,0,1
서울특별시 종로구,종로구 교남동 ,전기,41,0,0,0,0,0,33,0,1,0,1,4,2
서울특별시 종로구,종로구 교남동 ,하이브리드,216,0,0,0,0,0,216,0,0,0,0,0,0
서울특별시 종로구,종로구 교남동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 종로구,종로구 교남동 ,기타연료,11,0,0,0,0,2,0,5,4,0,0,0,0
서울특별시 종로구,종로구 가회동 ,휘발유,614,0,2,0,0,0,607,2,3,0,0,0,0
서울특별시 종로구,종로구 가회동 ,경유,504,0,1,4,0,4,260,42,183,0,0,0,10
서울특별시 종로구,종로구 가회동 ,엘피지,54,0,0,2,0,0,29,5,7,0,10,0,1
서울특별시 종로구,종로구 가회동 ,전기,23,0,0,0,0,0,18,0,3,0,0,0,2
서울특별시 종로구,종로구 가회동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 가회동 ,하이브리드,56,0,0,0,0,0,56,0,0,0,0,0,0
서울특별시 종로구,종로구 가회동 ,수소,10,0,0,0,0,0,10,0,0,0,0,0,0
서울특별시 종로구,종로구 가회동 ,기타연료,3,0,0,0,0,1,0,1,1,0,0,0,0
서울특별시 종로구,종로구 종로1.2.3.4가동 ,휘발유,3045,0,23,0,0,1,2718,7,14,0,282,0,0
서울특별시 종로구,종로구 종로1.2.3.4가동 ,경유,2496,10,8,28,112,6,982,257,575,28,268,74,148
서울특별시 종로구,종로구 종로1.2.3.4가동 ,엘피지,274,0,0,0,9,0,97,27,24,0,112,0,5
서울특별시 종로구,종로구 종로1.2.3.4가동 ,전기,132,0,30,0,4,0,39,0,9,0,49,0,1
서울특별시 종로구,종로구 종로1.2.3.4가동 ,CNG,26,0,0,3,20,0,2,0,0,0,0,1,0
서울특별시 종로구,종로구 종로1.2.3.4가동 ,하이브리드,296,0,16,0,0,0,216,0,0,0,64,0,0
서울특별시 종로구,종로구 종로1.2.3.4가동 ,수소,8,0,1,0,0,0,7,0,0,0,0,0,0
서울특별시 종로구,종로구 종로1.2.3.4가동 ,기타연료,40,0,0,0,0,2,0,3,3,0,0,0,32
서울특별시 종로구,종로구 종로5.6가동 ,휘발유,785,0,1,0,0,0,779,1,4,0,0,0,0
서울특별시 종로구,종로구 종로5.6가동 ,경유,759,0,0,1,0,1,366,88,297,1,0,0,5
서울특별시 종로구,종로구 종로5.6가동 ,엘피지,122,0,0,0,0,0,70,17,26,0,7,0,2
서울특별시 종로구,종로구 종로5.6가동 ,전기,9,0,0,0,0,0,6,0,3,0,0,0,0
서울특별시 종로구,종로구 종로5.6가동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 종로5.6가동 ,하이브리드,66,0,0,0,0,0,66,0,0,0,0,0,0
서울특별시 종로구,종로구 종로5.6가동 ,수소,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 종로5.6가동 ,기타연료,6,0,0,0,0,4,0,0,1,0,0,0,1
서울특별시 종로구,종로구 이화동 ,휘발유,917,0,1,0,0,0,911,1,4,0,0,0,0
서울특별시 종로구,종로구 이화동 ,경유,614,0,0,3,0,3,389,66,135,0,0,7,11
서울특별시 종로구,종로구 이화동 ,엘피지,92,0,0,0,0,0,70,4,5,0,9,0,4
서울특별시 종로구,종로구 이화동 ,전기,25,0,0,0,0,0,22,0,2,0,0,0,1
서울특별시 종로구,종로구 이화동 ,CNG,1,0,0,0,0,0,0,1,0,0,0,0,0
서울특별시 종로구,종로구 이화동 ,하이브리드,56,0,0,0,0,0,56,0,0,0,0,0,0
서울특별시 종로구,종로구 이화동 ,수소,3,0,0,0,0,0,3,0,0,0,0,0,0
서울특별시 종로구,종로구 이화동 ,기타연료,6,0,0,0,0,2,0,0,4,0,0,0,0
서울특별시 종로구,종로구 혜화동 ,휘발유,1916,0,1,0,0,0,1907,3,5,0,0,0,0
서울특별시 종로구,종로구 혜화동 ,경유,1083,0,0,1,0,1,754,98,201,2,0,11,15
서울특별시 종로구,종로구 혜화동 ,엘피지,232,0,0,2,0,0,156,17,16,0,36,0,5
서울특별시 종로구,종로구 혜화동 ,전기,28,0,0,0,0,0,27,0,0,0,0,0,1
서울특별시 종로구,종로구 혜화동 ,CNG,82,0,0,0,0,0,0,0,0,0,0,82,0
서울특별시 종로구,종로구 혜화동 ,하이브리드,157,0,2,0,0,0,155,0,0,0,0,0,0
서울특별시 종로구,종로구 혜화동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 종로구,종로구 혜화동 ,기타연료,5,0,0,0,0,1,0,2,2,0,0,0,0
서울특별시 종로구,종로구 명륜3가동 ,휘발유,,0,0,0,0,0,5,0,0,0,0,0,0
서울특별시 종로구,종로구 명륜3가동 ,경유,8,0,0,0,0,0,2,2,4,0,0,0,0
서울특별시 종로구,종로구 명륜3가동 ,엘피지,1,0,0,0,0,0,0,1,0,0,0,0,0
서울특별시 종로구,종로구 창신1동 ,휘발유,593,0,0,0,0,0,586,2,5,0,0,0,0
서울특별시 종로구,종로구 창신1동 ,경유,481,0,0,0,0,2,277,49,137,1,0,5,10
서울특별시 종로구,종로구 창신1동 ,엘피지,86,0,0,0,0,0,49,9,15,0,11,0,2
서울특별시 종로구,종로구 창신1동 ,전기,4,0,0,0,0,0,3,0,0,0,1,0,0
서울특별시 종로구,종로구 창신1동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 창신1동 ,하이브리드,30,0,0,0,0,0,30,0,0,0,0,0,0
서울특별시 종로구,종로구 창신1동 ,기타연료,2,0,0,0,0,0,0,0,2,0,0,0,0
서울특별시 종로구,종로구 창신2동 ,휘발유,715,0,1,0,0,0,711,2,1,0,0,0,0
서울특별시 종로구,종로구 창신2동 ,경유,547,0,0,0,0,3,351,61,114,1,0,0,17
서울특별시 종로구,종로구 창신2동 ,엘피지,121,0,0,0,0,0,80,11,14,0,12,0,4
서울특별시 종로구,종로구 창신2동 ,전기,7,0,0,0,0,0,1,0,1,0,1,0,4
서울특별시 종로구,종로구 창신2동 ,하이브리드,41,0,0,0,0,0,41,0,0,0,0,0,0
서울특별시 종로구,종로구 창신2동 ,수소,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 창신2동 ,기타연료,,0,0,0,0,0,0,0,1,0,0,0,0
서울특별시 종로구,종로구 창신3동 ,휘발유,827,0,0,0,0,0,824,0,3,0,0,0,0
서울특별시 종로구,종로구 창신3동 ,경유,630,0,0,0,0,2,446,46,111,3,0,4,18
서울특별시 종로구,종로구 창신3동 ,엘피지,111,0,0,0,0,0,79,5,8,0,16,0,3
서울특별시 종로구,종로구 창신3동 ,전기,10,0,0,0,0,0,6,0,1,0,0,2,1
서울특별시 종로구,종로구 창신3동 ,CNG,1,0,0,0,0,0,0,0,0,0,0,1,0
서울특별시 종로구,종로구 창신3동 ,하이브리드,73,0,0,0,0,0,73,0,0,0,0,0,0
서울특별시 종로구,종로구 창신3동 ,기타연료,5,0,0,0,0,0,0,2,3,0,0,0,0
서울특별시 종로구,종로구 숭인1동 ,휘발유,729,0,0,0,0,0,725,1,3,0,0,0,0
서울특별시 종로구,종로구 숭인1동 ,경유,575,0,0,0,0,1,389,53,118,0,0,0,14
서울특별시 종로구,종로구 숭인1동 ,엘피지,107,0,0,0,0,0,67,9,16,0,12,0,3
서울특별시 종로구,종로구 숭인1동 ,전기,10,0,0,0,0,0,7,0,1,0,0,0,2
서울특별시 종로구,종로구 숭인1동 ,하이브리드,54,0,0,0,0,0,54,0,0,0,0,0,0
서울특별시 종로구,종로구 숭인1동 ,기타연료,2,0,0,0,0,1,0,0,1,0,0,0,0
서울특별시 종로구,종로구 숭인2동 ,휘발유,1186,0,0,0,0,0,1181,2,3,0,0,0,0
서울특별시 종로구,종로구 숭인2동 ,경유,768,0,0,0,0,2,461,59,227,0,0,0,19
서울특별시 종로구,종로구 숭인2동 ,엘피지,150,0,0,0,0,0,80,23,28,0,14,0,5
서울특별시 종로구,종로구 숭인2동 ,전기,11,0,0,0,0,0,4,0,2,0,1,0,4
서울특별시 종로구,종로구 숭인2동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 종로구,종로구 숭인2동 ,하이브리드,65,0,0,0,0,0,65,0,0,0,0,0,0
서울특별시 종로구,종로구 숭인2동 ,기타연료,4,0,0,0,0,1,0,3,0,0,0,0,0
서울특별시 종로구,종로구 기타2,경유,1,0,0,0,0,0,0,1,0,0,0,0,0
서울특별시 종로구,종로구 기타1,휘발유,124,0,2,0,0,0,108,2,12,0,0,0,0
서울특별시 종로구,종로구 기타1,경유,69,0,0,0,0,0,3,23,43,0,0,0,0
서울특별시 종로구,종로구 기타1,엘피지,1,0,0,0,0,0,0,0,1,0,0,0,0
서울특별시 종로구,종로구 기타1,기타연료,,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 기타,휘발유,3,0,0,0,0,0,3,0,0,0,0,0,0
서울특별시 중구,중구 기타1,휘발유,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 기타1,휘발유,,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 기타1,휘발유,,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 기타1,휘발유,,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 기타1,휘발유,,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 기타1,휘발유,,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 태평로1가동 ,엘피지,,0,0,0,0,0,0,1,0,0,0,0,0
서울특별시 중구,중구 소공동 ,휘발유,1542,0,0,0,0,0,1481,1,4,0,56,0,0
서울특별시 중구,중구 소공동 ,경유,2052,0,0,1,3,7,493,154,268,29,26,103,968
서울특별시 중구,중구 소공동 ,엘피지,93,0,1,2,0,0,31,11,13,0,34,0,1
서울특별시 중구,중구 소공동 ,전기,305,0,2,0,0,0,53,0,2,0,213,0,35
서울특별시 중구,중구 소공동 ,CNG,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중구,중구 소공동 ,하이브리드,139,0,2,0,0,0,137,0,0,0,0,0,0
서울특별시 중구,중구 소공동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중구,중구 소공동 ,기타연료,39,0,0,0,0,1,1,1,3,0,0,0,33
서울특별시 중구,중구 남대문로5가동 ,경유,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 회현동 ,휘발유,6172,0,3,0,0,0,5309,3,5,0,852,0,0
서울특별시 중구,중구 회현동 ,경유,4537,0,1,5,4,8,3315,108,409,15,454,68,150
서울특별시 중구,중구 회현동 ,엘피지,83,0,0,2,0,0,47,11,7,0,13,0,3
서울특별시 중구,중구 회현동 ,전기,102,0,0,0,0,0,96,0,2,0,3,0,1
서울특별시 중구,중구 회현동 ,CNG,2,0,0,0,0,0,0,2,0,0,0,0,0
서울특별시 중구,중구 회현동 ,하이브리드,659,0,2,0,0,0,517,0,0,0,140,0,0
서울특별시 중구,중구 회현동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중구,중구 회현동 ,기타연료,55,0,0,0,0,0,0,1,4,0,0,0,50
서울특별시 중구,중구 명동 ,휘발유,3451,0,10,134,0,0,3279,7,3,0,18,0,0
서울특별시 중구,중구 명동 ,경유,3153,2,27,338,60,27,1559,396,557,57,2,53,75
서울특별시 중구,중구 명동 ,엘피지,424,0,10,239,14,0,50,25,84,0,2,0,0
서울특별시 중구,중구 명동 ,전기,220,0,85,3,2,0,66,0,11,0,41,0,12
서울특별시 중구,중구 명동 ,CNG,6,0,0,1,0,0,1,0,0,0,0,4,0
서울특별시 중구,중구 명동 ,하이브리드,423,0,25,0,0,0,397,0,0,0,1,0,0
서울특별시 중구,중구 명동 ,수소,13,0,7,0,0,0,6,0,0,0,0,0,0
서울특별시 중구,중구 명동 ,기타연료,100,1,0,0,3,3,0,2,37,0,0,0,54
서울특별시 중구,중구 필동 ,휘발유,1109,0,0,0,0,0,1103,4,2,0,0,0,0
서울특별시 중구,중구 필동 ,경유,752,1,5,8,5,3,441,67,218,2,0,0,2
서울특별시 중구,중구 필동 ,엘피지,102,0,0,0,0,0,58,11,24,0,7,0,2
서울특별시 중구,중구 필동 ,전기,31,0,5,0,0,0,22,0,3,0,0,0,1
서울특별시 중구,중구 필동 ,하이브리드,108,0,2,0,0,0,106,0,0,0,0,0,0
서울특별시 중구,중구 필동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중구,중구 필동 ,기타연료,6,0,0,0,0,1,0,1,3,0,0,0,1
서울특별시 중구,중구 장충동 ,휘발유,616,0,7,0,0,0,604,1,4,0,0,0,0
서울특별시 중구,중구 장충동 ,경유,504,0,0,1,8,1,287,55,145,0,0,0,7
서울특별시 중구,중구 장충동 ,엘피지,95,0,0,1,6,0,56,12,12,0,8,0,0
서울특별시 중구,중구 장충동 ,전기,25,0,12,0,0,0,10,0,2,0,0,0,1
서울특별시 중구,중구 장충동 ,하이브리드,51,0,2,0,0,0,49,0,0,0,0,0,0
서울특별시 중구,중구 장충동 ,수소,3,0,0,0,0,0,3,0,0,0,0,0,0
서울특별시 중구,중구 장충동 ,기타연료,10,0,0,0,0,7,0,2,1,0,0,0,0
서울특별시 중구,중구 광희동 ,휘발유,1126,0,5,0,0,0,1117,0,4,0,0,0,0
서울특별시 중구,중구 광희동 ,경유,1006,2,7,24,52,2,512,90,304,1,0,1,11
서울특별시 중구,중구 광희동 ,엘피지,148,0,2,2,1,0,97,19,24,0,2,1,0
서울특별시 중구,중구 광희동 ,전기,49,0,30,0,0,0,16,0,1,0,0,0,2
서울특별시 중구,중구 광희동 ,CNG,8,0,0,0,6,0,0,0,2,0,0,0,0
서울특별시 중구,중구 광희동 ,하이브리드,86,0,4,0,0,0,82,0,0,0,0,0,0
서울특별시 중구,중구 광희동 ,수소,3,0,0,0,0,0,3,0,0,0,0,0,0
서울특별시 중구,중구 광희동 ,기타연료,8,0,0,0,0,3,2,0,3,0,0,0,0
서울특별시 중구,중구 을지로3.4.5가동 ,휘발유,20,0,0,0,0,0,20,0,0,0,0,0,0
서울특별시 중구,중구 을지로3.4.5가동 ,경유,18,0,0,0,0,0,2,2,14,0,0,0,0
서울특별시 중구,중구 을지로3.4.5가동 ,엘피지,4,0,0,0,0,0,1,2,1,0,0,0,0
서울특별시 중구,중구 을지로동 ,휘발유,750,0,0,0,0,0,743,2,5,0,0,0,0
서울특별시 중구,중구 을지로동 ,경유,730,0,0,0,0,1,325,69,322,2,0,6,5
서울특별시 중구,중구 을지로동 ,엘피지,65,0,0,0,0,0,38,16,9,0,1,0,1
서울특별시 중구,중구 을지로동 ,전기,10,0,0,0,0,0,7,0,2,0,0,0,1
서울특별시 중구,중구 을지로동 ,CNG,1,0,0,0,0,0,0,0,1,0,0,0,0
서울특별시 중구,중구 을지로동 ,하이브리드,49,0,0,0,0,0,49,0,0,0,0,0,0
서울특별시 중구,중구 을지로동 ,수소,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 을지로동 ,기타연료,4,0,0,0,0,1,0,1,2,0,0,0,0
서울특별시 중구,중구 신당1동 ,휘발유,25,0,0,0,0,0,25,0,0,0,0,0,0
서울특별시 중구,중구 신당1동 ,경유,21,0,0,0,0,0,7,4,10,0,0,0,0
서울특별시 중구,중구 신당1동 ,엘피지,1,0,0,0,0,0,0,0,1,0,0,0,0
서울특별시 중구,중구 신당동 ,휘발유,1392,0,1,0,0,0,1288,1,4,0,98,0,0
서울특별시 중구,중구 신당동 ,경유,1292,9,0,12,13,2,670,102,345,4,84,5,46
서울특별시 중구,중구 신당동 ,엘피지,560,0,0,2,1,0,81,11,22,0,442,0,1
서울특별시 중구,중구 신당동 ,전기,31,0,11,0,0,0,11,0,3,0,6,0,0
서울특별시 중구,중구 신당동 ,하이브리드,91,0,1,0,0,0,83,0,0,0,7,0,0
서울특별시 중구,중구 신당동 ,기타연료,10,1,0,0,0,5,0,0,2,0,0,0,2
서울특별시 중구,중구 신당2동 ,휘발유,12,0,0,0,0,0,12,0,0,0,0,0,0
서울특별시 중구,중구 신당2동 ,경유,11,0,0,0,0,0,1,2,8,0,0,0,0
서울특별시 중구,중구 신당2동 ,엘피지,1,0,0,0,0,0,0,0,1,0,0,0,0
서울특별시 중구,중구 다산동 ,휘발유,1691,0,1,0,0,0,1682,1,7,0,0,0,0
서울특별시 중구,중구 다산동 ,경유,1276,0,0,0,0,2,865,94,270,1,0,0,44
서울특별시 중구,중구 다산동 ,엘피지,214,0,0,0,0,0,137,17,23,0,29,0,8
서울특별시 중구,중구 다산동 ,전기,39,0,0,0,0,0,30,0,2,0,1,0,6
서울특별시 중구,중구 다산동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 다산동 ,하이브리드,121,0,0,0,0,0,121,0,0,0,0,0,0
서울특별시 중구,중구 다산동 ,수소,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 다산동 ,기타연료,9,0,0,0,0,1,0,3,5,0,0,0,0
서울특별시 중구,중구 신당3동 ,휘발유,8,0,0,0,0,0,8,0,0,0,0,0,0
서울특별시 중구,중구 신당3동 ,경유,3,0,0,0,0,0,0,2,1,0,0,0,0
서울특별시 중구,중구 약수동 ,휘발유,2645,0,0,0,0,0,2642,1,2,0,0,0,0
서울특별시 중구,중구 약수동 ,경유,1519,0,0,0,2,2,1151,100,229,3,0,0,32
서울특별시 중구,중구 약수동 ,엘피지,243,0,0,0,0,0,160,11,19,0,48,0,5
서울특별시 중구,중구 약수동 ,전기,40,0,0,0,0,0,35,0,4,0,0,0,1
서울특별시 중구,중구 약수동 ,하이브리드,268,0,0,0,0,0,268,0,0,0,0,0,0
서울특별시 중구,중구 약수동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중구,중구 약수동 ,기타연료,13,0,0,0,0,2,0,4,7,0,0,0,0
서울특별시 중구,중구 신당4동 ,휘발유,3,0,0,0,0,0,3,0,0,0,0,0,0
서울특별시 중구,중구 신당4동 ,경유,2,0,0,0,0,0,0,2,0,0,0,0,0
서울특별시 중구,중구 청구동 ,휘발유,2016,0,0,0,0,0,2013,0,3,0,0,0,0
서울특별시 중구,중구 청구동 ,경유,1129,0,0,0,0,4,835,66,195,2,0,0,27
서울특별시 중구,중구 청구동 ,엘피지,194,0,0,0,0,0,119,9,24,0,36,0,6
서울특별시 중구,중구 청구동 ,전기,33,0,0,0,0,0,29,0,1,0,1,0,2
서울특별시 중구,중구 청구동 ,하이브리드,165,0,0,0,0,0,165,0,0,0,0,0,0
서울특별시 중구,중구 청구동 ,수소,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 청구동 ,기타연료,6,0,0,0,0,1,0,0,5,0,0,0,0
서울특별시 중구,중구 신당5동 ,휘발유,1439,0,0,0,0,0,1398,0,11,0,30,0,0
서울특별시 중구,중구 신당5동 ,경유,1194,0,0,0,1,4,691,83,217,1,15,5,177
서울특별시 중구,중구 신당5동 ,엘피지,193,0,0,0,0,0,111,17,16,0,45,0,4
서울특별시 중구,중구 신당5동 ,전기,24,0,0,0,0,0,17,0,0,0,0,0,7
서울특별시 중구,중구 신당5동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 신당5동 ,하이브리드,130,0,0,0,0,0,129,0,0,0,1,0,0
서울특별시 중구,중구 신당5동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중구,중구 신당5동 ,기타연료,7,0,0,0,0,1,0,1,5,0,0,0,0
서울특별시 중구,중구 신당6동 ,휘발유,5,0,0,0,0,0,5,0,0,0,0,0,0
서울특별시 중구,중구 신당6동 ,경유,,0,0,0,0,0,0,1,4,0,0,0,0
서울특별시 중구,중구 신당6동 ,엘피지,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 동화동 ,휘발유,1624,0,0,0,0,0,1619,3,2,0,0,0,0
서울특별시 중구,중구 동화동 ,경유,1012,0,0,0,0,2,760,65,157,2,0,0,26
서울특별시 중구,중구 동화동 ,엘피지,154,0,0,0,0,0,94,12,21,0,18,0,9
서울특별시 중구,중구 동화동 ,전기,12,0,0,0,0,0,12,0,0,0,0,0,0
서울특별시 중구,중구 동화동 ,CNG,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 동화동 ,하이브리드,108,0,0,0,0,0,108,0,0,0,0,0,0
서울특별시 중구,중구 동화동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중구,중구 동화동 ,기타연료,7,0,0,0,0,2,0,0,5,0,0,0,0
서울특별시 중구,중구 황학동 ,휘발유,1806,0,0,0,0,0,1802,1,3,0,0,0,0
서울특별시 중구,중구 황학동 ,경유,1316,0,0,0,0,9,879,66,340,2,0,0,20
서울특별시 중구,중구 황학동 ,엘피지,147,0,0,0,0,0,100,11,20,0,9,0,7
서울특별시 중구,중구 황학동 ,전기,35,0,0,0,0,0,26,0,5,0,2,0,2
서울특별시 중구,중구 황학동 ,CNG,2,0,0,0,0,0,2,0,0,0,0,0,0
서울특별시 중구,중구 황학동 ,하이브리드,149,0,0,0,0,0,149,0,0,0,0,0,0
서울특별시 중구,중구 황학동 ,수소,1,0,0,0,0,0,1,0,0,0,0,0,0
서울특별시 중구,중구 황학동 ,기타연료,5,0,0,0,0,1,0,3,1,0,0,0,0
서울특별시 중구,중구 중림동 ,휘발유,2077,0,1,0,0,0,2038,1,4,0,33,0,0
서울특별시 중구,중구 중림동 ,경유,1303,0,1,0,0,0,854,73,270,0,20,6,79
서울특별시 중구,중구 중림동 ,엘피지,152,0,0,0,0,0,104,10,14,0,22,0,2
서울특별시 중구,중구 중림동 ,전기,47,0,0,0,0,0,40,0,3,0,3,0,1
서울특별시 중구,중구 중림동 ,CNG,10,0,0,0,0,0,0,0,1,0,0,9,0
서울특별시 중구,중구 중림동 ,하이브리드,224,0,1,0,0,0,222,0,0,0,1,0,0
서울특별시 중구,중구 중림동 ,수소,2,0,0,0,0,0,2,0,0,0,0,0,0
